,0,1,2,3,4
27054,86221,78345,89359,82111,82497
27055,80181,97893,7264,91905,53799
27056,82821,35676,21104,42532,41571
27058,84386,49608,12022,44253,78675
27059,47442,84068,67454,99023,21512
27060,59388,97204,50888,35794,4531
27061,26491,89141,35246,61131,15081
27062,83667,1761,95735,48719,57958
27063,5159,7852,9304,66312,52618
27064,16777,61862,65801,65217,94246
27065,63226,41018,36364,21725,81706
27066,50141,28167,24086,75686,96342
27067,30567,64423,76260,44977,25586
27068,75178,60079,25853,65911,34568
27069,45239,88110,46094,76701,79244
27070,64310,39905,61110,45046,18834
27071,42135,41027,79193,94867,4100
27072,29038,16747,20160,36417,46043
27073,1059,25147,46577,82697,32826
27074,3135,49655,24613,83974,56774
27075,10771,97838,54138,10575,15040
27076,75353,60608,11049,8597,64901
27077,40174,62429,74071,34047,5375
27078,55627,2797,27434,37201,52099
27079,17710,76157,1914,2325,50142
27080,89126,44595,2237,25074,54894
27081,81868,88523,99748,19532,55063
27082,37737,92777,2362,26504,40318
27083,50529,49948,46323,58452,32146
27084,33838,96616,2870,4326,32862
27085,98200,39831,39698,9817,86329
27086,84937,77831,20285,32425,77572
27087,31644,81587,95089,79925,78574
27088,86319,27872,36857,60517,62038
27089,2331,94017,89470,65309,86533
27090,8151,82862,80124,21820,15383
27091,34635,51543,29259,78073,87240
27092,76840,71792,54505,13449,18986
27093,98381,66507,61115,4738,91446
27094,75713,31839,59169,39081,28073
27095,34060,89160,90744,52123,39873
27096,92371,44351,49260,95497,46193
27097,12715,51706,2730,43489,81663
27098,75553,77971,96322,60856,22167
27099,71953,44752,8093,96230,28669
27100,45426,9096,19246,62307,62008
27101,79768,68840,6459,51881,22760
27102,34811,54713,46765,51855,7584
27103,24867,27707,51083,83928,50959
27104,31656,93074,73420,13320,13106
27105,92025,1098,33359,21475,81123
27106,59018,49464,19966,59976,18939
27107,95909,69786,5455,64027,29509
27108,16806,93901,53694,6261,24178
27109,70233,46043,71735,36771,97441
27110,55065,82950,67894,58509,92558
27111,7368,88198,18955,27815,24081
27112,35278,18410,61010,54678,76702
27113,43801,25375,52216,17364,36541
27114,46795,13865,54542,1304,91756
27115,95818,85152,24946,24219,4772
27116,28469,28336,64269,59589,16324
27117,51384,19911,52249,5318,75718
27118,77480,87896,47226,66117,26208
27119,34182,48569,2115,75109,62573
27120,60759,79321,89308,30775,11306
27121,78683,54255,57007,81324,16719
27122,21101,9670,31516,39899,84597
27123,98214,53363,3216,81756,40405
27124,3800,47384,70907,39590,78066
27125,39603,31959,12292,79217,64724
27126,3022,55966,86298,58348,40459
27127,54607,35446,98372,80228,86787
27128,92163,42811,6606,12236,2079
27129,23667,12605,89898,48253,26395
27130,63956,55861,48274,26757,70388
27131,65692,86328,98750,20767,2416
27132,60123,79183,38686,92317,72759
27133,21785,83068,29756,47028,97591
27134,789,41449,2232,17885,73242
27135,60340,5991,84912,57479,1362
27136,4834,44609,57526,40043,90497
27137,60794,58984,89851,70517,18488
27138,91041,90999,31398,29699,98208
27139,12862,3167,42911,27359,3065
27140,59481,42250,78559,98195,14135
27141,40817,45064,84293,88118,57402
27142,14045,72282,23329,35082,19506
27143,85142,54674,17339,19682,54223
27144,27779,4812,98318,69165,31107
27145,8135,48395,62069,38516,2031
27146,54805,82370,97080,90335,27635
27147,31288,21247,79957,74499,95158
27148,4948,77049,2743,14216,46283
27149,86745,77327,43117,88064,56786
27150,15353,30281,13165,3390,55196
27151,99909,57507,41960,92179,35892
27152,11436,81277,68495,13651,84986
27153,46313,13033,47659,8732,23859
27154,89646,80253,34712,8503,87763
27155,17678,35854,70921,34586,94416
27156,1905,41615,49332,98911,19984
27157,35246,78834,10622,74497,74817
27158,6956,21260,18196,40014,47264
27159,860,33463,92972,75980,95891
27160,45121,39457,8893,98813,62545
27161,6124,33472,14599,62946,86520
27162,54513,15006,16302,89394,55338
27163,83240,2622,69164,88071,42481
27164,22556,70008,52099,44752,69357
28291,87555,27165,22215,2274,2273
27166,25894,43869,70379,16337,4127
27167,56789,57400,74579,46567,8441
27168,86980,14744,43038,48227,18130
27169,33759,13452,8287,91036,69720
27170,40807,39421,73598,70419,93155
27171,80756,2058,62118,35931,22955
69650,27172,608,68739,40212,58739
27173,45662,95955,13659,39439,67064
27174,32562,90789,22417,28870,20760
27175,52475,26655,35603,45342,34696
27176,1764,44239,57259,15230,9991
27177,38152,42912,71941,5250,68714
27178,5327,23827,13976,32961,98094
27179,13452,11928,9310,34068,64919
27180,14401,24102,27694,24326,17383
27181,89136,10111,17230,86546,90166
27182,89235,72540,26722,11628,37077
27183,41825,12234,53196,55452,85338
27184,76246,76206,74082,33889,42526
27185,27711,59476,19228,88336,19129
27186,31436,69232,69372,64373,74524
27187,95084,16025,48853,80774,4548
27188,45944,68007,92303,51759,87245
27189,6478,0,66662,66671,66670
27190,76761,38724,83006,52222,52930
27191,1209,43847,84771,41370,78759
27192,14405,85322,40631,29471,90725
27193,66796,68989,51546,45697,22746
27194,80480,58675,57864,23182,6446
27195,21006,80896,7767,79426,91012
27196,41568,50370,13709,57638,69743
27197,29690,38337,44562,17782,95741
27198,89161,2069,83802,69325,57819
27199,29062,38967,99840,80672,64811
27200,1867,34165,80221,95063,40080
27201,71972,16593,70161,73682,48009
27202,11341,70213,8717,21543,22840
27203,80359,48692,37317,4385,87704
27204,47645,23427,13714,27380,54947
27205,89908,58897,11056,27206,86851
27206,86851,58897,89908,27205,39914
27207,42860,23529,86164,83511,72940
27208,85544,90541,44298,13418,81215
27209,294,56213,59541,87265,41130
27210,49701,57559,78045,42842,49584
27211,30750,75738,97555,62615,20172
27212,74969,50585,82267,21256,57378
27213,81280,77198,29781,15075,41191
27214,13183,66217,88603,68243,11762
27215,22213,73782,94237,56496,64149
27216,5886,45177,24656,98737,96432
27217,24307,30297,60608,64562,61859
27218,61727,82167,5161,62724,16907
27219,47894,52872,58065,70771,32288
27220,64164,74249,3007,77208,45981
27221,17875,65544,6426,50684,41861
27222,45052,97841,4538,72684,28840
27223,71703,29327,80064,11634,753
27224,61088,27486,20939,69376,41403
27225,10750,94323,84548,44669,99682
27226,83643,66761,40810,57099,41696
27227,40842,7638,63857,67299,33124
27228,80832,89235,47277,60193,69941
27229,54869,83473,88150,78669,79165
27230,59386,2310,92502,17301,79114
27231,1671,97822,51703,8695,24540
27232,10062,64478,76709,38516,29798
27233,67920,36415,22004,73610,92639
27234,19300,21624,68971,5988,49212
16776,27235,83438,93162,11045,89331
27236,36633,45857,85416,24134,49500
27237,56799,85615,47651,66825,94032
27238,40877,94278,99626,49449,24443
27239,11723,32835,71904,49313,75134
27240,59446,53974,80610,40468,18134
27241,55063,36232,17852,25594,88820
27242,88210,84484,46624,1921,66576
82234,27243,59175,22476,90173,44202
27244,64634,73349,90726,84960,90060
27245,51103,61188,26033,49887,79400
27246,47841,66433,78585,66555,42306
13979,27247,47178,47785,99393,44775
27248,85441,96073,1943,47478,62410
27249,41860,75019,73617,5205,67944
27250,63755,98391,5002,48705,79674
27251,10578,47498,17333,56179,14307
27252,87410,82705,60754,38071,69546
27253,43054,46476,86368,57462,52498
27254,59895,28381,31505,65329,56445
27255,99197,1209,43847,84771,41370
27256,59739,52083,10988,28495,63759
27257,18555,92558,92559,59096,1145
27258,18596,97480,97625,42768,36457
27259,64543,43616,76338,59302,67469
27260,94113,91681,83198,1842,70311
27261,42811,83843,42344,10995,99473
27262,38728,80793,84652,56514,48521
27263,15212,4496,99735,57432,56006
27264,56295,34104,59110,29370,15783
27265,21037,51144,94228,23717,70681
27266,33610,77363,59656,69191,77974
27267,2477,68515,60179,62409,85982
27268,12788,59654,5735,60340,81345
27269,27646,5379,33521,19612,82881
27270,63935,80970,98641,13174,21553
27271,52213,10642,1404,65158,95333
27272,39014,76196,87148,83097,169
27273,31142,93716,68483,56924,95873
27274,28594,48916,80416,76965,67838
27275,7962,76281,7186,72030,68823
27276,89913,50867,47392,24783,57418
27277,33649,25106,19580,42624,20753
27278,10497,62218,10641,31325,7701
27279,73223,75347,56379,20024,3082
27280,6666,50441,12122,78945,23795
27281,14551,34571,98363,47546,47528
27282,26757,34533,32919,60340,16181
27283,96346,33729,56350,55354,92230
27284,29630,16448,22711,96642,28461
27285,79185,83247,12918,1676,99576
27286,23368,88376,36911,14662,66144
27287,91299,78036,15065,6480,66112
27288,28678,2009,80718,67204,5212
27289,90686,35342,33033,85032,2598
27290,74358,31981,28013,17941,70889
27291,11661,71726,80395,77118,96398
27292,30738,44157,15873,5069,62294
27293,84783,2069,7378,94640,28362
27294,87236,70091,15892,37230,23169
27295,58044,78930,15202,29480,54228
27296,32282,16061,78461,88631,80215
27297,86399,25196,29897,29073,46396
27298,34813,39179,1209,43847,84771
27299,74372,38798,91266,84404,74002
27300,49575,31559,82431,47592,81297
27301,7461,31055,65169,68177,19432
27302,37912,23116,4397,17341,24928
27303,9631,84435,7523,87921,98227
27304,37799,73362,53542,95608,14307
27305,46671,61520,96424,66610,25894
27306,68042,53904,83764,91445,87476
27307,56980,95439,23247,4821,57136
27308,1526,72240,14791,97417,29134
27309,8892,79177,35212,9541,2639
27310,27343,3401,58492,36514,53742
27311,25674,95688,88981,21134,11422
27312,50054,88951,24744,57303,95311
27313,85655,49693,3368,45236,40865
27314,78661,87450,70599,38839,9947
27315,44070,66024,60809,82584,5651
27316,32962,17240,86097,53363,40405
27317,58070,43044,66813,49069,2046
27318,54952,13172,86065,80216,56277
27319,33454,96920,56569,46478,9451
27320,60104,16527,16052,29684,32592
27321,13539,38728,67669,17078,78796
27322,36043,18477,563,75499,25198
27323,6233,23199,34428,4393,64216
27324,48400,81777,69152,52768,37719
27325,74680,66140,48520,31704,28733
27326,52601,91343,23763,40710,9532
27327,47856,74560,11405,30591,69571
27328,39532,77860,57937,67360,61346
27329,14419,53657,31656,5651,48309
27330,98763,2437,61294,79700,79833
27331,47361,43379,1382,69323,11559
27332,89898,35985,11352,42702,10765
27333,45462,32974,44937,72735,45138
27334,75975,47924,9111,14535,71462
27335,80904,9159,91861,49029,9761
27336,44717,32850,70471,99458,80223
27337,70967,52983,3059,44102,38228
27338,85016,13088,51780,3652,77853
27339,94929,95816,85849,44675,53515
27340,91385,20634,48466,67806,79056
27341,62387,91937,45196,28565,86598
27342,65513,44487,98900,84974,28114
27343,21827,12229,56488,58492,75382
27344,95685,35438,9170,60043,91757
27345,31394,27220,10423,82254,92703
27346,96690,7563,90872,85399,51449
27347,85972,30919,29776,23044,60283
27348,60426,27785,28439,45499,93902
27349,23188,38974,50861,16484,45275
27350,88035,67908,27745,48482,23233
27351,57407,43300,60340,66813,9475
27352,64065,80464,53608,81402,32393
27353,80756,2812,52811,31862,89942
27354,50278,2897,86602,25421,43007
27355,93469,49831,83269,42246,75362
27356,86852,46741,33121,51744,67342
27357,88212,39512,73444,20383,33775
27358,82784,23747,18091,10808,72005
27359,34568,27139,62715,23592,14372
27360,37292,80495,97811,96319,33317
27361,58773,90480,14644,38129,49499
27362,20992,64111,7724,89172,48295
27363,74273,5035,91705,13158,88071
27364,74273,75578,17010,93010,16345
27365,64423,76260,54303,30567,99874
27366,37908,62734,83354,82227,79392
27367,58361,99858,23678,79791,72558
27368,84984,22570,6973,81524,87524
27369,53371,11731,29528,26358,54930
27370,60051,58745,73240,52938,42078
27371,37247,54104,65438,75110,23934
27372,53609,57360,64342,72451,60073
27373,78345,18592,9638,39751,37719
27374,46345,17779,46885,41824,30730
27375,21440,92468,28563,54203,48425
27376,82011,71958,5003,73049,5321
27377,49492,98710,80096,17946,54451
27378,26490,39940,53114,93522,37663
27379,35086,35088,83526,16542,19203
27380,76034,44464,99354,39028,77821
27381,37774,27206,58897,37447,89908
27382,69813,53948,26352,81221,97458
27383,62953,6539,90570,32329,66095
27384,25350,83511,5713,11741,97897
27385,55161,81052,26893,67142,61373
27386,98997,3630,71223,4465,44284
27387,78246,37960,16188,17813,31375
27388,96980,31959,82626,92747,91141
27389,21771,65695,77073,14588,84693
27390,89718,80920,2870,87378,67456
27391,26001,6686,25861,69112,92657
27392,41246,39582,33001,69822,81449
27393,35679,34200,86796,14307,47786
27394,25557,19912,96632,37399,9362
27395,23995,2339,83172,30084,41085
27396,25575,52199,88589,76272,42896
27397,10298,25784,14803,14973,20110
27398,41799,26509,52322,42078,44586
27399,7683,75382,64219,32801,35371
27400,78358,18843,52821,93511,14341
27401,3458,58073,69765,88795,3854
27402,40816,12097,45488,69244,3964
27403,17607,99132,86349,65548,51093
27404,61383,70143,20235,23611,40363
27405,96510,61763,52551,27084,42107
27407,69047,21488,22727,94268,58800
27408,8719,42716,5110,60995,52490
27409,88589,25212,92340,30982,49541
27410,28658,87525,17364,32569,37128
7419,27411,61839,80214,43753,35423
27412,48396,55744,10185,29535,50732
27413,90956,43730,89779,87369,31496
27414,10227,57029,47392,90102,84786
27415,2188,39425,28624,83337,68658
27416,49750,42849,72463,1405,29832
27417,36750,16088,53774,8037,37552
27418,50411,22258,88011,82758,9770
27419,97850,67067,61305,41616,68165
27420,1164,96296,59196,44636,94118
27421,16232,27422,6382,84182,71671
27422,6382,84182,27421,16232,42175
27423,6443,4370,96572,51296,6403
27424,32403,13452,67786,71474,57509
27425,27426,89103,99611,89957,72415
27426,27425,56582,40322,45038,96312
27427,36855,41554,73041,41401,74466
27428,47736,43119,42466,62316,50420
27429,69288,25772,19923,30434,77400
27430,31871,92001,48449,90916,58618
27431,16527,50712,25805,68087,27738
27432,44432,21721,50696,58771,64428
27433,86458,51503,17860,51361,16393
27434,68217,86282,18091,22870,29898
27435,64585,66609,43512,7605,10973
27436,51042,69301,84362,23899,95201
27437,13087,10043,63550,74205,91683
27438,90800,33250,60095,71292,37765
27439,45192,12644,99849,17375,87829
27440,54615,66561,87120,15483,61239
27441,73350,39333,83269,3660,9049
27442,24526,39741,47610,99621,44555
27443,66468,56156,92192,90303,15151
27444,21462,26412,36031,71343,54715
27445,27749,77032,12975,32165,9602
27446,95018,15873,46885,15733,11522
27447,30429,53668,81194,40646,88510
27448,0,66663,66672,66671,66670
27449,19278,5505,78692,88438,82528
27450,42269,5691,1652,19022,2492
27451,6168,11179,66115,13775,20977
27452,98230,41791,4086,69866,52370
27453,44037,21320,81320,89487,12540
27454,81330,5889,67663,43870,12311
27455,75280,41936,55481,11312,84714
27456,56875,68287,58853,44796,58209
27457,77823,16631,11593,84291,69940
27458,91883,79824,42306,83715,99473
27459,67851,76473,3963,52723,5908
27460,21421,17364,58031,71492,6536
27461,14951,20232,24653,96330,21949
27462,24290,33759,40943,546,86530
27463,75876,10602,18834,1957,22003
27464,7494,25972,62976,55240,99653
27465,95250,43670,99444,30685,54602
27466,76556,33100,5390,40815,21594
27467,25557,59141,87989,65513,60314
27468,18544,80121,72217,6087,79405
27469,65215,28382,1444,5885,94184
27470,65429,91917,82112,91937,3293
27471,70589,49899,8282,87851,16797
27472,90789,44345,26128,2818,52492
27473,2797,77702,5514,47774,51338
27474,47335,26168,31065,97762,94291
27475,71664,10715,96074,52290,2826
27476,32238,87272,87157,76082,37111
27477,1345,83074,29799,22918,85815
27478,82212,8803,34714,48788,79313
27479,70409,67651,43695,4386,2898
27480,20157,1740,55745,70542,75307
27481,89017,23518,21507,58984,60794
27482,43847,47651,41370,84771,1209
27483,51198,52617,79524,17897,47730
27484,76738,6761,50678,93437,71916
27485,22826,28645,66305,19235,67427
27486,61088,20939,27224,71570,58333
27487,58281,89163,58261,80858,16785
27488,53849,50328,80915,8779,50452
27489,73386,17973,76032,97696,36629
27490,39647,19343,20909,84504,75209
27491,65417,35119,59600,81119,12146
27492,80069,38516,1021,1209,10530
27493,0,66662,66671,66670,66669
27494,97244,70139,18585,6358,70875
27495,28862,34280,48210,68541,63776
27496,60707,52591,63763,2188,97680
27497,31363,78750,4857,18397,79424
27498,78987,251,79805,15278,89582
27499,31656,96755,10573,79886,47049
27500,87525,79444,84592,40662,29419
27501,15661,10637,95310,23040,76044
27502,28861,87479,76375,90480,57447
27503,36207,6832,86445,63608,17918
27504,41441,98314,89724,40430,45587
27505,85584,29949,48727,13285,88703
27506,59877,91859,12702,54681,96741
27507,34442,55877,61369,10894,72450
12070,10937,27508,79559,58276,84698
27509,23403,1872,58787,44457,1398
27510,88730,30867,90364,90938,35676
27511,76901,23068,74083,40403,27847
27512,80669,13665,87829,495,4370
27513,72868,32715,34308,17383,23051
27514,3622,62410,35703,79332,41064
27515,17895,31955,51770,64150,16400
27516,24326,63608,10043,99780,45196
27517,9064,68840,28073,30061,87313
27518,67634,37980,71317,81115,25342
27519,51952,59738,76119,7378,97067
27520,86263,19558,76810,5851,57292
27521,80576,81614,98802,13680,86823
27522,70687,18878,69526,2153,77611
27523,37509,9350,46042,43477,14479
27524,1209,43847,84771,41370,43291
27525,51922,38644,0,66673,66671
27526,49686,38332,36772,40989,24912
75802,27527,87587,15253,58966,43251
27528,60111,74203,55085,24450,49637
27529,13005,77734,77759,38348,25582
27530,62920,62734,13709,18862,1805
27531,47335,22076,73961,51283,58386
27532,15247,67948,94506,97010,70647
27533,18704,72542,75070,46990,26798
27534,2826,58155,28344,21323,60432
27535,34219,60369,28311,84236,82620
27536,86406,26784,79338,71400,83765
27537,92433,98229,22960,94772,72818
27538,15334,14558,78314,4589,38539
27539,3443,43807,68739,40212,81683
27540,61301,89298,22151,75850,14451
27541,53845,70336,11104,35461,43083
27542,41717,89426,92722,89268,47029
27543,52318,43853,56257,14058,28712
27544,30567,64423,76260,59703,97559
27545,84330,53135,49669,74755,45706
27546,93329,3892,33924,88842,32974
27547,23086,25965,38743,25257,19457
27548,97829,29287,26134,24800,89812
27549,91397,87774,67343,2929,78186
27550,56785,87247,64951,43018,4193
27551,5927,76313,7422,72443,58398
27552,31104,3490,97186,26796,66488
27553,10601,30836,99965,87766,51160
27554,66074,8896,14102,41889,8342
27555,79345,10902,64822,72169,20453
27556,13360,45676,46089,39202,81874
27557,88727,93886,93885,67819,42729
27558,58063,43625,77662,82254,40482
53947,27559,35198,73513,1209,43847
27560,97832,95758,24173,61369,32179
27561,48638,33702,49676,97685,30442
27562,39049,44731,65169,26142,33039
27563,38290,58909,31979,80014,33958
27564,14883,7506,48034,20883,53622
27565,32525,38470,31294,72787,15451
27566,30359,59884,69526,97209,94181
27567,76563,97010,14307,21946,22090
27568,49265,75433,39001,74805,71247
27569,75727,60640,98229,85016,22960
27570,32474,85007,11862,62002,14776
27571,63755,72002,76186,50630,20797
27572,31696,51095,47508,82048,94250
27573,80214,35423,66541,39520,873
27574,61427,39092,19224,284,81124
27575,22909,32866,86957,44364,91934
27576,23532,6519,24277,26134,80718
27577,83549,90267,5178,31984,5147
27578,38508,2652,9914,992,47813
27579,45463,17146,58464,61639,99165
27580,79560,52184,57400,74681,1938
27581,2814,44388,74951,57653,39511
27582,47604,74173,90158,87894,77317
27583,82948,53477,76742,4374,7980
27584,77237,95769,56980,6215,45665
27585,68998,76029,3063,69721,95484
27586,11589,98516,75193,18949,77779
27587,74654,15703,5106,5111,75695
27588,82270,61676,32338,33392,54336
27589,66112,91299,13579,78036,77398
27590,28612,6334,75539,38725,90818
27591,72238,36607,61620,79865,61229
27592,37384,51333,84954,50761,96349
27593,20905,70386,7438,50885,56305
27594,55362,37175,59871,16991,47957
27595,70525,31867,17788,5429,93074
27596,16191,50244,47507,15289,57145
27597,26071,1328,47701,42580,54970
27598,25386,84930,41209,47426,55843
27599,52956,17614,26796,24129,1613
27600,30302,39014,23548,58266,32417
27601,68287,5944,15500,4397,58209
27602,57040,44188,36423,73923,4412
27603,20324,87205,25217,18867,30085
27604,59227,65390,24717,4392,77449
27605,42229,70746,95123,70499,28024
27606,64394,74624,66329,29546,44565
27607,86448,62545,25293,70379,99220
27608,62842,77263,93284,36902,66351
27609,68876,54103,72240,34800,82190
27610,35125,45444,36406,74234,73688
27611,45051,31832,49249,53414,59892
27612,31332,83366,54045,27466,56096
27613,51256,82733,49913,85485,67356
27614,26551,44157,11685,2717,59338
27615,46437,70353,72540,83348,22092
27616,9212,34763,47557,42591,81812
27617,69264,43622,43733,92735,49473
27618,94724,24123,37422,12332,43580
27619,26352,42122,38935,53221,13715
27620,90389,19375,69225,50762,13976
27621,95340,1152,86010,60558,34713
27622,67016,42255,90781,99058,12241
27623,12344,20424,66094,19673,31167
52672,27624,35793,3957,26380,7493
27625,16036,8911,20637,66757,495
27626,98582,12334,52248,47971,2495
27627,69558,27815,88845,7663,15912
27628,62103,9227,83222,45413,64764
27629,29246,70697,64182,19582,61140
27630,97641,87286,51198,3766,9250
27631,30567,64423,76260,97058,56364
27632,21482,28620,92986,4260,18011
27633,35950,117,11854,28677,75910
27634,53296,96690,21684,16701,33804
27635,32406,27146,54609,84313,85990
27636,35349,99900,59701,59768,68208
27637,17147,17148,77806,98330,74744
27638,32562,50372,11850,32927,285
27639,39691,65801,94132,37281,8341
27640,22499,77656,3815,47736,73167
27641,38406,83353,81787,47972,22050
27642,74720,8900,7320,32413,58075
27643,6609,59536,14003,28791,89424
27644,79670,10637,87183,43569,27501
27645,10856,99774,97768,53559,24739
27646,93343,14686,74510,27269,33521
27647,60721,99813,1133,80977,1161
27648,86730,69266,10962,28003,2287
27649,87785,16531,94117,58269,55619
27650,57749,83127,17621,43238,4322
27651,80465,10787,62875,97929,75859
27652,60395,50346,88836,57238,17920
27653,84426,9672,61286,12445,36137
27654,31981,41150,95321,8972,34726
27655,4767,77597,97174,49252,99344
27656,72293,30293,25914,9710,21868
27657,91602,81313,54420,93,75512
27658,95938,65169,34773,33478,9518
27659,44672,88902,88987,4086,35904
27660,24342,14500,64486,74870,62901
27661,68391,21824,69565,14641,7086
27662,36474,28658,98789,94154,34404
27663,70942,68419,83174,40707,3407
27664,5312,61915,27868,82453,31011
27665,79805,64860,42027,2814,92778
27666,28669,61425,41120,7500,65737
27667,81757,42148,2271,40,71302
27668,75890,99535,52192,14466,29470
27669,76037,64256,10139,8108,91293
27670,57196,23529,81475,29459,11651
27671,2188,39425,91255,8452,60920
27672,79887,42109,54784,32205,89645
27673,64526,3238,30714,10624,15419
27674,37352,26622,41439,78284,43937
27675,9977,89795,30510,83888,84269
27676,41370,71398,30368,10676,53211
27677,33355,23345,9828,79214,68648
27678,26007,23042,4507,69296,18090
27679,47856,69571,86338,38252,30591
27680,89204,98914,77951,60501,45701
27681,53101,63364,55812,78279,86444
27682,83497,59401,8047,45000,70939
27683,2639,42115,96456,29206,7896
27684,65503,84189,49554,40977,24905
27685,13555,63777,72422,21181,32854
27686,14129,77527,64822,34298,4132
27687,52009,15304,49544,2319,93725
27688,85006,25619,7590,26310,72567
27689,10514,30574,73095,73867,39160
27690,28330,50419,60647,92775,32531
27691,29401,17838,88064,40395,29898
27692,20598,84426,84823,9672,50833
27693,26184,23762,98817,10657,25680
27694,44636,17663,78403,4586,53466
27695,32492,24307,64500,5334,30297
27696,21379,99637,18832,87547,79120
27697,32174,11928,71306,42098,83446
27698,76444,50814,26525,76955,71950
27699,24268,9489,93802,75136,88848
27700,1524,72638,98768,50031,3131
27701,57881,93370,78134,92906,44530
27702,47107,36183,26867,52070,37663
27703,95441,60171,81502,7846,58876
27704,69129,68464,43837,29812,50479
27705,2188,77192,4531,21902,57150
27706,15873,65264,15061,15407,15668
27707,51083,83928,50959,83250,27103
27708,74616,29274,25631,33824,19655
27709,34638,32354,8717,93068,81638
27710,41370,27694,91765,69969,3046
27711,4593,88087,19228,27185,38844
27712,48677,98252,94593,73203,66870
27713,54952,13172,22031,8892,74418
78105,27714,74093,81215,22577,42524
27715,85177,8689,87886,15832,99365
27716,89379,21703,57268,68840,55679
27717,44946,56519,22019,85112,25338
27718,99095,9777,95656,73284,23590
27719,45771,74265,1209,43847,84771
27720,54805,35506,7495,67741,86213
27721,95894,34731,98256,43241,61522
27722,72149,67014,7386,43213,26946
27723,34874,83699,26796,89122,57828
27724,40980,23111,24961,24062,11362
27725,95102,9664,41441,54906,49062
27726,25692,62944,97875,8010,36312
27727,47843,65028,59278,88361,61133
27728,10410,26161,26160,46799,47513
27729,24644,40043,38382,88273,27680
27730,31164,45260,74446,81302,17558
27731,17184,33082,33731,94856,75935
27732,90144,52517,31725,31891,15685
27733,88913,44497,91422,8026,78949
27734,16800,14119,6659,10017,50047
27735,55480,15517,72860,28837,35554
27736,8937,42038,65615,16864,63573
27737,4175,94495,48210,99893,25629
27738,16527,50712,25805,68087,98731
27739,49215,25191,53361,45643,77638
27740,58425,29515,63918,87903,67194
27741,50366,96847,24535,4221,38414
27742,42551,57268,90936,88576,16197
27743,63249,26525,3022,10771,5561
27744,72884,1267,3787,13616,49327
27745,18088,27350,81308,23233,95771
27746,83506,41223,70558,17900,86143
27747,3775,28136,15389,36659,82105
27748,90267,6709,92018,25907,11996
27749,55283,21313,75668,43847,62003
6212,27750,28006,26402,22668,41119
27751,62027,26064,82080,90741,85809
27752,34638,61137,93068,11514,49457
27753,58162,92741,81519,70893,76078
27754,38806,52807,59014,84974,97548
27755,3349,16325,12712,93766,37623
27756,53832,59634,72925,94018,67458
27757,94532,46081,20752,51252,78470
27758,89163,46562,66785,85589,83085
19901,27759,6837,50652,49811,62303
27760,12007,49899,76103,75807,59624
27761,38974,83345,16484,94560,73765
27762,76462,26276,36911,87943,71721
27763,105,76048,31138,19893,31918
27764,11521,73617,60427,98676,69730
27765,45899,56875,45052,25982,38137
27766,68623,25533,88801,88450,95052
27767,64858,82806,11514,42709,51758
27768,95234,90521,88273,49943,88272
27769,90800,33250,60095,8820,27438
27770,58788,11275,9373,90302,28400
27771,69374,12129,18029,65429,95738
27772,86505,83092,38187,59565,64931
27773,47604,74173,72648,99096,87894
27774,63213,27466,26718,28365,40373
27775,16403,79944,82224,58907,7026
27776,27824,37051,79045,61842,37430
27777,14945,15546,44523,84284,78866
27778,68752,11670,38538,92101,99856
27779,27144,4812,98318,69165,31107
27780,56765,57116,13749,72119,21810
27781,34874,55028,69316,26796,65429
27782,90966,34589,69953,12856,79056
27783,84291,51244,70581,40670,67060
27784,76659,47711,81724,24975,1039
27785,27348,59602,29612,5688,47395
27786,82461,67446,95691,17241,35042
27787,98234,99725,8135,92015,79412
27788,28865,40297,45157,72111,25721
27789,68984,92807,31558,20848,86235
27790,93907,91966,17204,63150,64140
27791,76549,74402,23682,80216,51689
27792,99056,29302,62450,2295,91478
27793,69047,70486,64367,97375,38090
27794,65026,91795,2853,59016,96000
27795,77628,19299,41182,78519,64720
27796,33649,35480,4507,27277,35579
27797,33315,80284,80800,71747,44040
27798,86585,42165,85178,14571,32806
27799,44937,38593,17584,57096,10679
27800,58659,7175,91435,10521,53621
27801,2517,98215,89548,2937,93765
27802,12102,73777,86969,27075,46994
27803,48637,26706,1444,80072,95596
27804,37339,30050,40005,5424,17366
27805,59749,85502,17173,60638,91394
27806,58299,65702,92831,35487,80859
27807,81719,97443,63597,45032,91563
27809,13487,12544,1413,81786,7137
27810,25535,95840,56612,77405,76021
27811,20737,26800,97820,90442,87557
27812,70471,48968,91640,3690,75592
27813,22066,38288,89122,34342,4515
27814,38757,85292,53592,50163,5749
27815,45117,64666,88198,41401,86368
27816,45601,31288,38775,88929,74715
27817,61757,54860,32898,4723,69669
27818,55991,93334,46403,23258,5685
27819,27031,17142,34874,85177,3344
27820,37429,95044,22184,43328,32801
27821,74165,1520,4675,19827,88033
27822,93071,41169,83816,88005,57083
27823,30235,61728,3490,37447,44831
27824,84692,27776,68250,77000,64021
27825,83950,72693,16803,24130,53095
27826,74091,27022,65818,23732,24796
27827,22946,43867,22948,73422,42813
27828,85596,29,10195,96187,9606
27829,9658,28549,76269,9717,67330
27830,35057,972,2467,36666,91062
27831,12316,87666,71390,26332,71120
27832,66266,62509,53668,23961,79782
27833,62481,91928,71362,94435,89316
27834,19041,53727,39884,58679,9276
